text,century,city,year
поклоно ѿ павла ӏ ѿ всих мравгици ко юрегꙋ ӏ ко ѻфоносꙋ … …[р]ию… …[аш]ꙋ …,XIV_2,novgorod,1370
… (за дми)‐ тромъ · пошло ·ӏ҃· рубльвъ · а братѣ · не надъби ·,XIV_2,novgorod,1370
поклоно ѿ ѡдреѧ со братию ко василию ӏ ко сидру [бꙑл]а жалоба передо вами ӏ по гземи …,XIV_2,novgorod,1370
… … (п)ришлю : ѡже буше поимала се‐ …- - - - -[е ѡс]та[ле] у июри на ѡхво‐ (т)…,XIV_2,novgorod,1370
у икагала у кривца :г҃: куницѣ у иголаидовѣи в лаидиколѣ поло рублѧ и :в҃: куницѣ : у лѣинуѧ в лаидиколѣ :ꙅ҃: бѣло : у филипа у дѣѧка :л҃: бѣло : у захарии ⁞ в калиница поло сорока {и е} и :е҃: бѣло : у сидуѧ : у авиници :д҃: куници : у микитѣ исто в нои у ѥванова :ꙅ҃: куници : у муномѣла в куролѣ у игалина брата поло рублѧ и :в҃: куницѣ : у лег,XIV_2,novgorod,1370
поклонъ ѿ старостѣ ѿ михалѣ · и ѿ всѣхъ пашезерчевъ · къ сотьс[кꙑ]‐ мъ · к [м](а)[]иму · и ко ѡнаниӏ · и к кост[ъ](кѣ) …,XIV_2,novgorod,1370
… ·г҃· таимени ·в҃· просоле и ·е҃· сигово ·е҃· таимени ѧко‐ [л]и[хо],XIV_2,novgorod,1370
поклоно ѿ наума и ѿ григории к данику новгороцдему и к новгородцамо кто изгодидце тамо послале ѥсме свои люди г҃ целовѣкѣ свои …,XIV_2,novgorod,1370
(…) … [уп]равь (а со)[ли] не купи · купилъ ѥсмь · соль нѣмецкую · то бъ ѥси сѣмъ припровадилъ,XIV_2,novgorod,1390
… … уцинилъ пособи ба дѣлѧ по сиро[т]а‐ [хъ] да попецалусѧ ѡ мнѣ перостави сѣникъ уцини ми добро а ѧзъ тобѣ много кланѧсѧ брату своѥму а да купи ми [ӏс]т[еп]ку а васи[л]ко [л]итвин[ъ] … (…),XIV_2,novgorod,1370
…‐ и своѧ а нь сѧ вамо [кл]анѧю ѻсподь своеи,XIV_2,novgorod,1350
…еб… …иб… …даи… …(пра)‐ вите исте(рю … се)‐ ребра,XIV_2,novgorod,1370
(ѿ г)ригориӏ ко дмитроу м(ꙑ зд)[о]ровѣ а тꙑ ходи не боисѧ миро взѧлѣ на (с)[т]арои межѣ юриѧ кнѧзѧ (а ме)[н]ѧ послалѣ корѣлѣ на каѧно море а (не п)омѣшаӏ не испакости каѧнецамо ни соби присловиѧ возми а‐ ---и пои[ма]ло дани лонескиӏ возми ӏ моӏ а уцюѥши а не поӏду к но‐ -- ӏ тꙑ тогодъ иди а дома здорово а на менѧ вѣстѣӏ перецинѧ ц[т]о аже возможеши пособлѧӏ мнѣ цимо,XIV_2,novgorod,1370
ди а в г д е ѕ,XIV_1,novgorod,1310
… хамоу ·г· лок[ти] … золотнике зелоного шолкоу дроугии церленого · третии зелоного жолтого золотнъ бѣлилъ на бѣлкоу мꙑла · на бѣлкоу боургалскога · а на дроугоую бѣлкоу …,XIV_1,novgorod,1330
поклонъ т дороѳеѧ к осипу съ братеиею попецалуисѧ мною позвале дворѧнине ѳедоре внездове внуке а что даси дворѧнину ѧ пзъвъ‐ …,XIV_1,novgorod,1330
поклоно ѿ маскима ко гюргю беи чело батку …,XIV_2,novgorod,1370
нашь ----- (на)‐ шѧ зьмлѧ и вода (…),XIII_2,novgorod,1290
юмолануолиїнимижи ноулирѣханолиомобоу юмоласоудьнипохови,XIII_2,novgorod,1250
+ ѿ по(п)а къ завидꙋ : дъвѣма десѧтьма гр҃ивь · безъ гривьнѣ · на[м]… рѣзанъ · дъвое · то ти ·е҃· гривьнъ и ·и҃· кꙋнъ · въдаи волотъковѣи … … (в)[ъ]зми за сѧ : и кланѧюсѧ : тои гиривьнѣ серебъра :,XIII_2,novgorod,1250
… [хоце] · кого а по о…,XIII_2,novgorod,1250
(…) … з[натьбꙋ свою : и] жер[ебьи] р[ощѣпив]ше [съ] вами : по‐ … … (м)[ꙋ]жьмъ вѣдание опѧть : и о старꙑхъ кꙋнахъ о :н҃: гр҃нъ : пакꙑ ли али [ѧ сл]ю [дѣ]---‐ … … бꙋде · погона :,XIII_1,novgorod,1230
… (покланѧ)ние и къ братѫ а водае и бога дьлѧ съ :е҃: гривь‐ (нъ) … [к]ланѧю ти сѧ а есть мѫжь съ нимь а хоцѫ про‐ … …дьлъ ти есьмь въ погрьбь идоу къ свѧтꙑмъ и вода‐ …,XII_2,novgorod,1190
целобитьѥ ѿ сергиꙗ з братьѥи изъ рагуилова гн҃у михаили юрьѥвицу стогъ гн҃е твои · ржанꙑи цетверетьнъи тати покрали ѡвиновъ · пѧть свезли въ[х]ъ и …,XV_1,novgorod,1425
ко҃стка сна · лу҃кина · ѡф҃рѣмова · сн҃а · купра · ив҃анова · сн҃а ѡн҃ишкьва · ку҃пра · фо҃мина · сн҃а · иг҃натъ·ꙗ юрьѥва сн҃(а),XV_1,novgorod,1440
а оу гриска смина жри оу са… (рж)‐ и оу михали оу шила ѡсм[ин](а) … (рж)‐ и оу лѧгаца смина ржи и оу н… смина ржи оу феф[ана] … (см)‐ ина ржи оу фефилата смна в[ъс]а оу в… … да полъ смин[и] жита,XV_1,novgorod,1440
-----иѣ [·] гн҃у · михаи‐ (лу ·) [ю]рь·евицю · ѿ тероха (·) и ѿ тимощѣ · и терохъ · возилесь · бꙑле · в --[х]имовѣ [·] хоромѣ · а (ти)мошка · въ терохо‐ (вѣ) … (…),XV_1,novgorod,1425
сподиню михаилу юрьвицу синю посадницу паробокъ твои клѧ · цоло биѥ како сподине пожалуѥши волости половинѧ пуста и которъ сталисѧ · и ти хотѧ жалуби хотѧ сподине жалоби цо би сподине подати оубавити а тоби своѥму сподиню цоломи бию,XV_1,novgorod,1425
… (ꙩсподи)‐ не [·] за ѧковомꙑ (·) за по[сад](никомъ · за) -----(-)‐ вичомꙑ како · ꙩсподи · попечалуѥшь · ꙩ м[о](ѥи) голови · чо бꙑ сѧ · на менѧ · не родила · грамота · бесуднаѧ · а ѧзъ · тобѣ · своѥму · ꙩсподину · много · ѻ томъ (челомъ · бью),XV_1,novgorod,1425
приказъ ѿ ꙩ̈ндрѣꙗна михаїлович · к пуцнѣ здѣсе ми билъ че[ломъ] -- …,XV_1,novgorod,1425
… [нꙑнѣ]ца ѡспо‐ (до к)[а]к[о] пом[ꙑш](лѧ)[е]те в бозѣ · гадка да в вашемо здоровиѣ,XV_1,novgorod,1425
… … у мьнь конѧ познали ӏ [ѧ ѻ](спо)‐ динь коню зову : ӏ : сьӏ ѻсподинь коню нь ѣдь азъ ѻсподинь в томъ кони по(гибль есм)[ь] : даӏ ми (ѻсп)одь свѣта видить · а т(обѣ своѥму ѻсподин)[у] (челомъ б)ию,XV_1,novgorod,1405
покло(нъ) … (миха)‐ илу · юрьѥвицю · ув… … бабикъ · мене · и д… господину · целом[ъ] · бь…,XV_1,novgorod,1425
ѻсподѣну ꙩнд(рѣѧ)[н]у михаиловицю ꙩспо[д](ѣ)ну микꙑти михаилоцю ꙩспож(ѣ н)ашеи настасѣи михаиловѣ женѣ чоломъ бѣю хрѣстьѧнѣ избоищѧнѣ · здѣсе ꙩсподо оу вашеи вълости ѧвлѧютсѧ позовницѣ оу горот[ъ]неи здѣ ѧвлѧтсѧ {п}позовници ложивꙑи здѣсе ꙩсподо ѧ(влѧютсѧ ру)куписание лживꙑѧ · а · перепѣ{сꙑ}сꙑсꙑвають вашь нетребуи дѣѧкъ позовници и рукопѣсаниа лживꙑѧ · а · творѧтьсѧ печаталесм{и}ꙑ ва парфѣ рукусани{уе}ѧ а хрѣстьѧну вашь вамъ своеи ꙩсподи чоломъ бѣю,XV_1,novgorod,1425
[г]н҃у михаилу юрьѥвичю (бьѥть челомъ) па[р]о[бе]нь твои зѣнов[еи] …,XV_1,novgorod,1415
а се билъ челомъ ивашь · с симаномъ · ꙩ жеребьцѣ,XV_1,novgorod,1415
цълобитиѥ · ѡсподину посаднику но·вгороцкому · ѡнедрию · ивановицю ѿ твъѥ·гъ клюцника ѿ вавулꙑ и · ѿ твоихъ хрестиѧно которꙑѥ хрестиѧни · с ꙑлова пришли за тебѧ захарка · да нестерке жили за ѡлексеѥ · за щукою · ноне ѡсподине ѡлекси·и не хоце намъ ржꙑ дати како сѧ ѡсподине нами своими хрестиѧнꙑ попецѧлишсе на·де·ѥмсѧ ѡсподине · на бога · и на тебѧ на сво·ѥго ѡсподна,XV_1,novgorod,1405
[гн҃у с]воѥм·у · миха·илу · юреѥ·ви·‐ [ч]у [хрест]ѧ·ни · твоі [·] череншани чело · бию·те што ѥси ѡдода · деревенеку · климецу ѡпарину а мꙑ ѥго не хътимо ⁞ не сусѣднеи [·] человѣко · волено б҃ъ де і тꙑ,XV_1,novgorod,1405
тол{к}ко · за · нами · словъ · пр… поѣдъ · ѻнаньꙗ · тебе · зове ста… и ѻнкѣф[ъ] гн҃е не вожевалъ · ꙗ…,XV_1,novgorod,1415
гн҃у михаӏ·лу юрьѥвичю · челомь бьють · хт҃ьꙗни [твои] · смердꙑньскиӏ : здѣсе · гн҃е у насъ · глѣбъ · не по‐ … … [ст҃](м)[у] ------ъ нѣ чимъ и …,XV_1,novgorod,1415
(че)лобѣтьѥ ѿ ѡлоферьѧ · къ ѡлендру · велѣлъ ѥсѣ · ѥго мѣкѣфора · съгнатѣ ---- чюлъ · ѥсмь · ѿ людь·ӏ · мѣкѣфорко · хъцьть · оу тьбе · прошатѣсѧ · на лунѣну · а на лунѣнѣ · человѣкъ · добръ · а {с}сбродну · -- (вѣрꙑ) не · ӏ·мѣ,XIV_2,novgorod,1390
